index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Torturer's Trust	100	1		1		86	83	7qr	Scissors Suwayyah			5	5000				uni383				dmg%		225	300	allskills		2	2	skilltab	20	1	3	res-all		30	50	skill-rand	7	252	281	regen		15	20	gold%		100	100	mag%		25	50	att%		100	100													0
Rings																																																																					0
Elven Heartband	100	1		10		21	18	rin	ring			5	5000								all-stats		3	3	hp		15	20	red-dmg%		5	5	mana		15	20	heal-kill		2	4																													0
Knell of Discord	100	1		10		23	20	rin	ring			5	5000								manasteal		3	5	slow		15	15	knock		3	3	enr		10	10	res-pois		25	25																													0
Vampiric Regeneration	100	1		10		32	28	rin	ring			5	5000								hp		35	35	regen		8	12	regen-mana		35	35	regen-stam		20	20	manasteal		3	5	lifesteal		5	7																									0
Planatar Enlightenment	100	1		2		83	75	rin	ring			5	5000								allskills		1	1	res-all		4	8	hp		25	35	gold%		65	65	enr		20	20	cheap		10	10																									0
Thief of Dreams	100	1		5		54	50	rin	ring			5	5000								mag%		20	20	res-mag		25	25	mana		55	75	cast1		10	10	fire-thorns		240	360																													0
Jackal's Laughter	100	1		3		83	75	rin	ring			5	5000								lifesteal		4	6	manasteal		3	5	hp		55	80	oskill	82	4	7	deadly/lvl	3			gethit-skill	77	5	12																									0
Fellowship's Hope	100	1		2		67	64	rin	ring			5	5000								allskills		1	1	gold%		40	75	res-all		5	5	red-dmg		5	8	red-mag		5	8	move1		10	10	cast1		10	10	block1		10	10																	0
Faerie Ring	100	1		1		87	82	rin	ring			5	5000								allskills		2	2	hp%		15	15	mana%		15	15	light		7	7	pierce-ltng		5	10	reanimate	639	15	15	balance2		20	20																					0
Amulets																																																																					0
Eye of Kahn	100	1		20		8	5	amu	amulet			5	5000								hp		10	20	mana		10	20	cast1		4	7	str		5	5	dmg-max		3	6																													0
Psyche Shroud	100	1		20		12	9	amu	amulet			5	5000								move2		15	25	res-ltng		20	20	hp		20	30	enr		10	10	dmg-to-mana		12	15																													0
Amulet of Warding	100	1		10		15	12	amu	amulet			5	5000								red-dmg		5	8	res-all		10	15	red-mag		4	6	block		5	12	ac		35	50																													0
Cryptking	100	1		5		31	27	amu	amulet			5	5000								oskill	skeleton mastery	5	10	oskill	raise skeletal mage	3	5	dmg-undead		200	200	half-freeze		1	1	regen		6	8	regen-mana		25	50																									0
Sequence of Seasons	100	1		5		36	30	amu	amulet			5	5000								allskills		1	1	dmg-cold	100	15	25	dmg-ltng		1	70	dmg-fire		30	50	aura	108	5	7	regen		6	8																									0
Rat Lord's Gate	100	1		5		41	38	amu	amulet			5	5000								dmg-demon		100	100	hp		35	50	str		15	25	dex		15	25	red-dmg%		10	10	red-mag		6	9																									0
Luck Sigil	100	1		5		53	50	amu	amulet			5	5000								allskills		1	1	mag%l	 	20	25	gold%/lvl	16			att%		15	25	mana-kill		3	5																													0
The Vanquisher	100	1		3		79	75	amu	amulet			5	5000								dmg%		50	50	dmg-max		10	20	cast2		20	20	lifesteal		8	8	manasteal		5	8	swing2		25	25																									0
Foulsigil	100	1		3		81	77	amu	amulet			5	5000								allskills		1	2	all-stats		15	25	regen		8	12	res-pois		65	65	swing1		15	15	block		15	15																									0
Veil of Despair	100	1		1		86	81	amu	amulet			5	5000								allskills		2	2	move2		25	25	mag%		35	50	gold%/lvl	16			res-curs-len		50	50	res-all-max		5	10	gethit-skill	91	8	17																					0
